"Troy Holston","Morgan St.",MEAC,2,3,115.1,4.7,50,50,0,4.6,0,0,0,0,0,0,0,0,1,3,0.333,0,0,0,Sr,6-4,25,0.261536,91.8097,3.5,2021,37479,all,,0.00000000,0,0,0,0,,,0,0,,,106.419,110.841,0.655018,3.04099,-6.32919,-2.48656,-3.84262,-4.74339,10.0000,-2.46774,-2.27566,0.0000,0.3333,0.3333,0.0000,0.0000,0.0000,1.0000,"Combo G",6.93436
"Isaiah Felder","South Carolina St.",MEAC,11,17.6,61.1,18.6,34.7,35.18,2.5,15.7,8.1,30.4,1,2,0.5,2,8,0.25,7,28,0.25,0,0.9,5.6,Sr,6-0,0,-1.11,57.5491,2.8,2021,39014,all,,0.38458283,2,4,0,4,0.5000,0.0000,0,0,,,110.192,116.018,0.450228,21.5242,-11.2376,-7.65745,-3.5802,-11.9072,11.5455,-7.49472,-4.41253,0.2727,1.4545,1.7273,0.4545,0.1818,0.0000,2.3636,"Wing G",12.2264
"Thomas Bruce",Binghamton,AE,9,28.6,91.9,23.8,54.1,52.49,6.4,22.5,10,21.9,14,32,0.438,33,59,0.559,0,2,0,9,1.7,52.5,Sr,6-9,32,0.662985,93.6716,5.5,2021,39412,all,,0.50000000,26,37,7,22,0.7027,0.3182,9,10,0.9000,,99.2886,105.598,1.70613,48.2624,-0.796603,-3.88882,3.09222,-1.20706,23.3333,-2.92495,1.71789,1.3333,4.4444,5.7778,1.0000,0.6667,1.8889,8.8889,C,0.576484
"Tyler Underwood",Illinois,B10,7,1.3,111,10.4,83.3,83.33,0,13.4,0,33.6,0,0,0,1,2,0.5,1,1,1,0,0,0,Sr,6-2,32,0.135373,102.324,5,2021,39780,all,,0.00000000,0,0,1,2,,0.5000,0,0,,,100.487,95.3504,0.253055,2.53301,-1.80259,-1.15052,-0.652075,0.194558,2.2857,-0.767911,0.962469,0.0000,0.2857,0.2857,0.0000,0.0000,0.0000,0.7143,"Wing G",3.43642
"Jalen Coleman-Lands","Iowa St.",B12,23,78.5,103.1,21.5,54,56.12,3.6,10.2,7.8,16.1,31,36,0.861,62,129,0.481,58,147,0.395,0.3,1.4,13,Sr,6-4,5,2.97703,111.426,3.5,2021,40204,all,92.8,0.58695000,14,26,48,103,0.5385,0.4660,0,0,,,111.792,104.306,2.61067,114.531,1.06444,2.41992,-1.35548,1.87461,32.7826,2.89361,-1.019,1.0435,2.8696,3.9130,1.1739,0.8261,0.0870,14.3043,"Wing G",11.0959
"K.J. Walton","Ball St.",MAC,20,63,108.6,26.5,54.3,58.88,9.1,12.6,8.9,17.2,73,92,0.793,127,231,0.55,0,3,0,0.7,2.4,39.3,Sr,6-3,1,3.09736,116.101,3.3,2021,41728,all,74.0,0.47916664,101,153,39,99,0.6601,0.3939,4,4,1.0000,,102.687,101.181,2.61834,115.797,1.2019,1.14748,0.0544167,2.45207,29.3000,2.78785,-0.335789,2.3500,3.5500,5.9000,1.1500,1.2500,0.2000,16.3500,"Wing G",0.284581
"Hank Hollingsworth","Cal Poly",BW,8,9.5,74.5,18.4,52.6,53.86,5.2,20,5.6,36.6,2,3,0.667,10,19,0.526,0,0,0,4.8,0,15.8,Sr,6-10,30,-0.454831,73.3399,6.8,2021,42124,all,,0.18180331,8,15,2,4,0.5333,0.5000,2,2,1.0000,,105.151,105.04,0.847982,15.6702,-8.3369,-8.63678,0.299871,-8.69078,10.4444,-8.1561,-0.53468,0.5556,1.7778,2.3333,0.2222,0.0000,0.5556,3.3333,C,0
"Traci Carter",Hartford,AE,24,79.7,95.1,24,46.9,50.06,1.1,11.2,24.4,20.3,42,54,0.778,59,144,0.41,40,110,0.364,0.9,4.7,21.3,Sr,6-1,25,1.3766,97.7017,3.9,2021,42956,all,74.8,1.37099823,14,33,45,111,0.4242,0.4054,0,0,,,91.2494,94.0586,3.67181,170.238,2.43656,0.0131646,2.42339,1.86197,31.8750,-1.05658,2.91855,0.2917,3.1667,3.4583,3.5417,2.5000,0.2500,11.6667,"Scoring PG",8.62104
"Will Miles","Florida St.",ACC,9,1.8,72.7,25.2,28.6,28.57,7,0,29,25.3,0,0,0,2,7,0.286,0,0,0,0,3.2,0,Sr,6-6,33,-0.0328052,80.5288,2.2,2021,44195,all,,1.49999993,2,5,0,2,0.4000,0.0000,0,0,,,104.339,99.3576,0.193613,2.65536,-7.80667,-5.77315,-2.03352,-7.16771,2.0000,-4.76157,-2.40614,0.1111,0.0000,0.1111,0.3333,0.1111,0.0000,0.4444,"Pure PG",0
"Shaheed Medlock","Georgia Tech",ACC,2,0.2,200,13.7,100,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Sr,6-5,45,0.327726,179.701,0,2021,44197,all,,,1,1,0,0,1.0000,,0,0,,,113.163,117.352,0.0343662,0.181525,2.56477,6.91655,-4.35178,8.56379,1.0000,9.58234,-1.01855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,"Wing G",0
"Isiah Brown","Weber St.",BSky,20,80.5,114.2,24.9,55.5,60.06,1.1,11.7,17.1,13.3,71,85,0.835,87,147,0.592,33,99,0.333,0.5,2,34.6,Sr,6-2,12,3.64934,117.917,3.2,2021,44211,all,53.0,1.68293500,40,57,47,90,0.7018,0.5222,0,0,,,100.841,102.981,2.71232,117.902,1.34265,2.83622,-1.49358,2.22555,31.4348,2.63059,-0.405043,0.2609,3.2609,3.5217,3.0000,1.2609,0.1304,17.6957,"Combo G",8.62082
"Rapolas Ivanauskas",Cincinnati,Amer,7,16.3,79.1,17.3,52.6,53.86,2.9,24.2,2.7,32.4,4,6,0.667,14,21,0.667,4,17,0.235,0,1.9,15.8,Sr,6-10,25,-0.539754,77.9968,5.1,2021,44212,all,71.2,0.13332400,10,12,4,9,0.8333,0.4444,1,1,1.0000,,99.8598,96.3907,2.29503,30.5165,-5.70029,-5.13072,-0.569573,-3.60184,21.4286,-4.1642,0.562364,0.5714,4.4286,5.0000,0.2857,0.7143,0.0000,6.2857,"Stretch 4",6.34396
"Jordy Tshimanga",Dayton,A10,23,51.4,97.6,19.7,60,60.14,12,29.1,5.3,27.4,34,59,0.576,60,95,0.632,0,5,0,3.1,1.3,59,Sr,6-11,32,1.2157,101.613,5.8,2021,44214,all,68.0,0.28888319,33,44,27,51,0.7500,0.5294,7,8,0.8750,,91.7269,90.2906,2.74726,122.414,0.465976,-1.84009,2.30606,0.088898,22.0000,-1.86497,1.95387,1.8696,5.7826,7.6522,0.5652,0.4783,0.6087,6.6957,C,0.598957
"Jeriah Horne",Colorado,P12,32,61.3,116,20.8,55.2,58.61,5.8,23,7.5,13,48,53,0.906,71,139,0.511,52,131,0.397,0.3,1.5,19.6,Sr,6-7,41,3.27789,123.812,2.6,2021,44216,all,65.0,0.82848787,38,59,33,80,0.6441,0.4125,3,5,0.6000,,94.5248,89.0636,3.2469,156.594,5.48359,4.02187,1.46172,6.94537,24.5000,5.22379,1.72158,1.1250,4.7188,5.8438,0.9062,0.5938,0.0625,10.8125,"Stretch 4",10.1407
"Eric Curry",Minnesota,B10,29,39.2,95.1,14.7,46.3,48.72,7,13.7,10.2,20.7,18,29,0.621,38,74,0.514,4,21,0.19,1.5,2.9,30.5,Sr,6-9,24,0.435561,93.2541,4.9,2021,44217,all,77.4,0.95998144,18,30,20,43,0.6000,0.4651,0,0,,,100.182,93.0315,1.86374,94.0276,2.45292,-0.559305,3.01222,1.49355,15.8966,-1.25322,2.74677,1.1034,1.9655,3.0690,0.8276,0.8276,0.2414,3.6552,"Wing F",2.56243
"Austin Davis",Michigan,B10,23,22.8,117.4,22,70.5,68.81,14.8,15,5,20.1,15,27,0.556,55,78,0.705,0,0,0,1.1,0.9,34.6,Sr,6-10,51,1.60173,126.953,7.8,2021,44219,all,64.8,0.31582132,41,56,14,22,0.7321,0.6364,9,10,0.9000,,97.2249,89.3964,1.45432,46.3625,4.46524,3.73171,0.733527,3.87236,11.1304,2.10356,1.7688,1.2609,1.5652,2.8261,0.2609,0.1739,0.1304,5.4348,C,0
"James Butler",Drexel,CAA,20,72.1,120.6,22.2,58,61.48,11.3,28.1,12.9,13.8,54,72,0.75,95,167,0.569,4,7,0.571,3.3,0.5,41.4,Sr,6-8,51,3.6715,121.931,2.8,2021,44288,all,,1.20689651,70,98,25,69,0.7143,0.3623,4,4,1.0000,,99.199,100.574,2.67109,114.516,3.69253,2.59809,1.09444,4.27199,28.8500,4.27439,-0.00240349,2.5000,6.7000,9.2000,1.7500,0.2500,0.9000,12.8000,PF/C,0.736361
"Marlin Davis","Texas St.",SB,13,36.8,92.7,15.9,41,43.21,1.6,15.2,29.1,26.6,6,8,0.75,10,33,0.303,10,28,0.357,0.4,2.9,13.1,Sr,6-2,5,-0.0221607,85.0121,3.1,2021,44325,all,,2.47993029,8,20,2,13,0.4000,0.1538,0,0,,,94.6392,97.5753,2.69935,65.4986,-1.2206,-1.97334,0.752739,-1.97285,26.6000,-3.17617,1.20333,0.2667,3.2667,3.5333,4.1333,1.2000,0.0667,4.5333,"Scoring PG",5.14848
"Ivan Madunic","Southern Utah",BSky,19,47.8,106.4,14.2,40.7,46.68,9.6,15.1,7.4,13,21,27,0.778,26,51,0.51,3,24,0.125,4.8,0.6,36,Sr,6-11,22,0.600038,94.2916,5,2021,44335,all,,1.26663602,24,41,2,10,0.5854,0.2000,6,8,0.7500,,103.147,105.464,1.44712,68.2039,0.314262,-0.541436,0.855698,-1.78989,18.4348,-1.53066,-0.259231,1.6087,2.3913,4.0000,0.8261,0.2174,0.7391,3.9565,PF/C,3.6973
"Jailyn Ingram","Florida Atlantic",CUSA,18,59.2,98.4,23.5,46,47.59,5.3,22.7,14.7,15.6,16,22,0.727,48,116,0.414,25,70,0.357,1.8,1.8,11.8,Sr,6-7,15,1.3627,100.968,2.8,2021,44344,all,,1.18755593,26,45,22,71,0.5778,0.3099,4,5,0.8000,,97.3568,100.272,2.34024,92.941,0.27805,-0.491247,0.769296,1.49149,23.9545,1.32912,0.162368,1.2727,4.7273,6.0000,1.7273,0.9091,0.4091,12.4091,"Stretch 4",8.87877
"Ryan Murphy",Duquesne,A10,9,16.5,84.2,18.8,40,39.83,3.7,13.2,11.8,15.6,1,3,0.333,7,15,0.467,6,25,0.24,0,2.5,7.5,Sr,6-2,20,-0.057289,84.0071,3.4,2021,44345,all,,1.16664169,,,,,,,,,,,98.8625,97.343,1.37243,21.7613,-1.98188,-1.43639,-0.54549,-0.382665,13.2222,-1.71549,1.33283,0.4444,1.5556,2.0000,0.7778,0.5556,0.0000,3.6667,"Combo G",12.2535
"Quentin Jackson Jr.","Loyola Marymount",WCC,6,11.4,95.7,13.5,47.6,50.22,1.3,3.8,9.6,21.6,3,4,0.75,4,12,0.333,4,9,0.444,0,2.3,19,Sr,6-2,10,0.208556,88.8262,4.8,2021,44346,all,63.6,1.00000000,2,7,2,5,0.2857,0.4000,0,0,,,102.548,98.7567,1.66468,16.6815,-1.30996,-0.443156,-0.866807,-2.28228,16.8333,-3.10019,0.817904,0.1667,0.5000,0.6667,0.8333,0.6667,0.0000,3.8333,"Scoring PG",5.24138
"D'Mitrik Trice",Wisconsin,B10,31,82.6,106.8,23.8,49.9,53.89,0.3,11.8,25.1,13.9,80,101,0.792,82,185,0.443,62,166,0.373,0.1,1.5,28.8,Sr,6-0,0,3.87029,119.03,2,2021,44417,all,33.6,2.19634658,28,46,54,139,0.6087,0.3885,0,0,,,101.01,93.6421,3.8519,162.381,4.98219,4.25066,0.731532,5.13953,33.2903,3.78456,1.35497,0.0968,3.2903,3.3871,3.9677,0.8387,0.0323,13.8710,"Scoring PG",9.82317
"Aleem Ford",Wisconsin,B10,31,65.5,102.9,18.2,50.2,52.09,3.7,15.1,8.4,11.9,25,32,0.781,53,109,0.486,46,134,0.343,2.1,1.4,13.2,Sr,6-8,2,1.94526,106.646,3.1,2021,44418,all,36.2,1.17242110,36,57,17,52,0.6316,0.3269,3,4,0.7500,,98.7235,91.5229,3.24961,142.825,4.57709,2.1771,2.39999,3.95563,26.4194,1.97393,1.98171,0.8387,3.3548,4.1935,1.0968,0.6129,0.5161,8.6774,"Stretch 4",9.9997
"Charlie Moore",DePaul,BE,16,67.1,96.3,26.6,47.4,50.23,2.5,9.6,28.2,21.9,32,42,0.762,57,128,0.445,28,81,0.346,0,1.9,20.1,Sr,5-11,11,2.68362,109.564,2.9,2021,44420,all,86.0,1.26415094,34,73,23,56,0.4658,0.4107,0,0,,,103.6,98.3411,3.19216,87.1473,2.09523,2.11518,-0.0199582,1.41982,32.3125,1.58012,-0.160305,0.7500,2.8750,3.6250,4.1875,1.0625,0.0000,14.3750,"Scoring PG",8.91335
"Ben Shungu",Vermont,AE,15,73,114.7,20.4,51.9,59.99,2.3,15.9,23,18.6,51,59,0.864,36,64,0.563,13,43,0.302,1.1,1.6,55.1,Sr,6-2,24,2.80473,112.955,2.8,2021,44546,all,,1.89280539,30,43,6,21,0.6977,0.2857,0,0,,,94.2022,100.348,2.72453,84.2223,2.59788,2.35285,0.245032,3.20415,29.6667,2.20548,0.998674,0.5333,4.0000,4.5333,3.5333,0.8000,0.2667,10.8000,"Combo G",5.81002
"Tyler Jones","North Carolina A&T",MEAC,19,31,93.2,16.2,45,46.19,3.9,15.2,3.5,9.9,10,19,0.526,24,51,0.471,5,19,0.263,1.4,1.4,27.1,Sr,6-8,3,0.04474,86.2962,4.1,2021,44610,all,,0.71437147,21,38,3,13,0.5526,0.2308,0,0,,,102.877,109.184,0.777111,45.6811,-5.5465,-3.8088,-1.7377,-4.2532,12.5714,-2.87285,-1.38035,0.4762,1.6667,2.1429,0.2381,0.3333,0.2381,4.3333,"Wing F",4.37373
