"Blake Wilkinson",Brown,Ivy,7,1.3,66.7,12.4,0,25.64,8.4,9.3,11.8,31.9,1,2,0.5,0,1,0,0,0,0,0,0,200,Jr,6-7,23,-0.187083,59.9763,2.9,2017,19736,all,,0.39992803,0,0,0,1,,0.0000,0,0,,,116.994,116.479,0.0864315,1.75176,-10.4134,-6.66448,-3.74894,-8.61169,3.1111,-4.13608,-4.47561,0.2222,0.3333,0.5556,0.2222,0.1111,0.1111,0.6667,PF/C,0
"Stilman White","North Carolina",ACC,26,5.7,133.8,14.6,52.6,64.33,5.9,7.3,6.8,12.7,13,14,0.929,7,15,0.467,2,4,0.5,0,1.2,73.7,Sr,6-1,30,0.517336,130.487,3.1,2017,20654,all,14.0,1.66696670,2,5,5,10,0.4000,0.5000,0,0,,,103.399,95.9607,0.391652,13.9816,4.40315,3.94199,0.461156,4.76644,3.5926,2.70885,2.05759,0.1852,0.2222,0.4074,0.1852,0.1111,0.0000,1.4074,"Wing G",2.47199
"Tracy Abrams",Illinois,B10,34,60.7,105.6,18.7,51.3,53.74,1.1,13.2,17.9,16.2,42,59,0.712,52,116,0.448,47,123,0.382,0.8,2.5,24.7,Sr,6-2,13,1.80505,108.346,3.3,2017,22676,all,87.2,1.84098328,22,40,30,76,0.5500,0.3947,0,0,,,100.105,94.4324,2.90833,158.255,4.63847,1.65948,2.97899,3.8536,24.1714,0.795585,3.05802,0.2286,2.6571,2.8857,2.3143,1.0286,0.1714,8.6000,"Combo G",8.68315
"Ryan Sawvell",Wofford,SC,30,73.8,112,16.3,54.4,57.17,8,18.4,11.5,17.5,44,60,0.733,77,144,0.535,23,61,0.377,0.7,0.7,29.3,Sr,6-8,35,1.95074,105.972,2.8,2017,22820,all,,1.31116159,53,81,24,63,0.6543,0.3810,6,6,1.0000,,109.983,109.344,2.00723,145.515,0.98228,1.19413,-0.211847,0.0157953,29.6667,1.16778,-1.15198,1.9697,4.5455,6.5152,1.7879,0.3333,0.1818,9.7576,"Stretch 4",3.95769
"Michael Orris","South Dakota St.",Sum,24,54.2,100.8,18,50.7,54.4,1.7,5.4,25.2,25.3,46,68,0.676,65,129,0.504,6,17,0.353,0.2,1.4,46.6,Sr,6-3,50,0.9737,96.3322,3.6,2017,24031,all,37.0,1.66665268,59,105,6,24,0.5619,0.2500,0,0,,,115.595,114.332,1.51273,105.293,-4.35361,-1.27377,-3.07984,-5.06219,30.1667,-2.7379,-2.32429,0.4167,1.4583,1.8750,3.9583,0.7083,0.0417,8.0833,"Scoring PG",1.35528
"Paul Baxter","Sam Houston St.",Slnd,29,62.2,98.2,16.4,42.9,48.88,2.7,11,12.7,16.2,68,101,0.673,57,118,0.483,12,57,0.211,0.9,2.7,57.7,Sr,6-2,21,0.311499,90.4195,5.1,2017,24051,all,,1.65792451,44,79,13,39,0.5570,0.3333,5,6,0.8333,,99.742,102.652,2.34839,148.483,-0.0939374,-1.42927,1.33533,-1.40586,24.8788,-3.14118,1.73532,0.6061,2.3030,2.9091,1.9091,1.2121,0.2121,7.3030,"Combo G",4.22384
"Tyler Self",Kansas,B12,15,2,73.9,31.5,40,45.66,4,7.3,27.3,42.6,2,2,1,1,4,0.25,2,6,0.333,0,0,20,Sr,6-2,20,-0.00458628,86.2384,2.8,2017,24155,all,,0.71416328,0,0,1,4,,0.2500,0,0,,,108.571,104.841,0.158981,3.64657,-10.7907,-7.42636,-3.36436,-10.0855,1.9333,-4.48078,-5.60474,0.0667,0.1333,0.2000,0.3333,0.0000,0.0000,0.6667,"Pure PG",11.4751
"Steven Davis","Wright St.",Horz,30,71.2,108.9,23.3,55.9,58.98,7.1,10.9,8.3,17,77,102,0.755,108,192,0.563,48,130,0.369,1.8,0.8,31.7,Sr,6-8,0,2.55482,112.771,4.2,2017,24178,all,,0.48484848,83,126,25,66,0.6587,0.3788,18,20,0.9000,,106.104,107.992,2.07069,145.093,-0.798653,1.24061,-2.03927,-0.223048,28.1875,1.44731,-1.67036,1.6875,2.6562,4.3438,1.0000,0.5000,0.4375,14.9062,"Stretch 4",8.45535
"Trey Kellum","Southeast Missouri St.",OVC,27,53.4,107.4,24.8,53.4,58.47,13.1,18.1,4.8,17.9,92,128,0.719,110,206,0.534,0,0,0,1.7,1.8,62.1,Sr,6-7,13,2.01338,110.638,5.8,2017,24188,all,,0.27776627,61,91,49,115,0.6703,0.4261,6,8,0.7500,,105.702,107.009,1.86218,127.015,-2.9398,-1.22327,-1.71653,-3.46855,24.7143,-1.31264,-2.15591,2.8571,3.4643,6.3214,0.5357,0.7857,0.3571,11.5357,PF/C,0
"Justin Seymour","Georgia St.",SB,13,17.8,94.4,20.4,47.9,49.55,3.8,7.7,10.2,20.2,8,12,0.667,15,33,0.455,13,39,0.333,0,1.6,16.7,Sr,6-3,20,0.459936,94.7303,3.4,2017,24215,all,57.0,0.83333330,4,13,11,20,0.3077,0.5500,1,1,1.0000,,106.22,105.31,1.44818,31.6102,-3.09215,-1.04558,-2.04657,-1.12118,16.9333,-0.126456,-0.994728,0.5333,1.3333,1.8667,1.0000,0.4000,0.0000,6.2000,"Combo G",10.2467
