"Andrey Semenov","James Madison",CAA,28,64.7,98.8,22.2,45.6,50.36,4.2,12.3,10.2,16.1,67,88,0.761,48,119,0.403,47,141,0.333,1.8,1.5,33.8,Sr,6-7,11,1.32273,100.985,3.8,2014,4469,all,,0.70213272,28,49,20,70,0.5714,0.2857,1,1,1.0000,,106.637,107.778,2.17831,130.773,-1.38099,-0.217425,-1.16356,-1.16626,28.7857,0.0236695,-1.18993,1.0357,3.0714,4.1071,1.1786,0.7143,0.4286,10.8571,"Wing F",10.7853
"Ian Markolf","Incarnate Word",Slnd,11,41.7,80.4,19,35.5,36.31,9.2,22.3,13.2,21.2,10,26,0.385,22,62,0.355,0,0,0,4.4,1.1,41.9,Sr,7-1,50,-0.938169,75.7477,5.7,2014,4643,all,68.0,1.05554880,20,39,2,23,0.5128,0.0870,4,4,1.0000,,101.568,105.42,1.90714,52.6933,-6.37152,-6.66361,0.292095,-6.72101,22.9091,-6.20718,-0.513833,1.8182,4.4545,6.2727,1.7273,0.4545,1.0000,4.9091,C,0
"Zach Saylor","Central Michigan",MAC,23,9.3,78.3,10.6,38.5,41.01,4.2,21.6,5.1,26.2,3,6,0.5,5,13,0.385,0,0,0,3.3,1.1,46.2,Sr,6-8,41,-0.316035,68.2263,6.9,2014,5811,all,,0.59981602,5,11,0,2,0.4545,0.0000,0,0,,,112.478,116.068,0.221157,18.6357,-7.63689,-6.59369,-1.04321,-8.35998,4.7826,-6.58844,-1.77154,0.1739,0.7391,0.9130,0.1304,0.0870,0.1304,0.5652,C,0
"Chris Otule",Marquette,BE,32,43.5,104,18.4,59.1,58.73,13.6,14.4,1.8,21,55,100,0.55,65,110,0.591,0,0,0,6.4,0.4,90.9,Sr,6-11,42,1.06736,105.368,4.4,2014,9283,all,6.8,0.13509773,47,72,18,37,0.6528,0.4865,10,10,1.0000,,101.904,97.6268,1.91883,95.1052,0.738244,-0.983623,1.72187,0.00700305,17.9375,-0.442607,0.44961,2.0625,2.1875,4.2500,0.1562,0.1250,0.9688,5.7812,C,0
"Fred Gulley III",Arkansas,SEC,34,45.5,113.8,12,47.1,49.56,3.3,7,17.3,11.7,21,32,0.656,28,66,0.424,19,54,0.352,0.3,2.3,26.7,Sr,6-2,12,1.05644,104.409,4.3,2014,10261,all,,4.06247342,18,36,10,30,0.5000,0.3333,1,1,1.0000,,101.17,97.8599,2.01011,104.546,2.01653,1.31444,0.702091,1.45843,18.4706,-0.85987,2.31831,0.5588,1.2059,1.7647,1.9118,0.7647,0.0588,3.9412,"Scoring PG",4.75003
"Ben Mockford","St. Francis NY",NEC,29,69.1,118.2,16.8,56.7,58.32,0.8,5.3,6.2,9.8,30,38,0.789,34,72,0.472,84,210,0.4,0.1,0.5,13.5,Sr,6-2,3,2.1874,109.041,1.3,2014,10282,all,,1.04168681,13,24,21,48,0.5417,0.4375,0,0,,,107.48,109.836,2.03276,101.06,-0.138224,1.90767,-2.0459,1.24052,29.8966,2.64843,-1.40791,0.2069,1.3793,1.5862,0.8621,0.2414,0.0345,12.0690,"Combo G",14.4279
"Mike Felt","North Dakota St.",Sum,30,34,105.9,17.7,49.1,53.85,1.7,8,4.4,14.7,27,32,0.844,10,27,0.37,30,85,0.353,0,1.7,28.6,Sr,6-3,3,0.660173,101.662,3.3,2014,10379,all,,0.58814188,4,7,6,20,0.5714,0.3000,0,0,,,110.276,108.933,0.979989,55.0094,-2.16495,0.815713,-2.98066,-2.44163,13.6667,-0.469858,-1.97177,0.1667,0.8667,1.0333,0.3333,0.3667,0.0000,4.5667,"Wing G",12.9643
"Montez Blair",Cornell,Ivy,6,1.1,43,17.5,0,0,0,21.7,43.8,0,0,0,0,0,2,0,0,2,0,0,0,0,N/A,-,34,-0.305277,42.779,6.7,2014,10395,all,3.8,,0,0,0,2,,0.0000,0,0,,,121.048,115.895,0.093737,1.71604,-14.3327,-7.77167,-6.56104,-16.1254,2.0000,-10.6551,-5.47032,0.0000,0.3333,0.3333,0.5000,0.0000,0.0000,0.0000,"Pure PG",10.1765
"Reggie Groves","North Carolina Central",MEAC,32,42.1,95.8,15.8,39.3,42.53,2.1,8.7,14.1,14.3,22,32,0.688,10,31,0.323,30,109,0.275,0.7,1.7,22.9,Sr,6-2,13,-0.00235777,87.6431,2.9,2014,10438,all,,2.00000000,5,12,5,19,0.4167,0.2632,0,0,,,96.9337,103.1,1.55253,83.0218,-1.2712,-0.51747,-0.753733,-2.13915,17.0938,-1.84191,-0.297247,0.2812,1.2500,1.5312,1.2500,0.4688,0.0938,4.1250,"Combo G",12.3087
"Raymone Andrews",Stetson,ASun,29,71,95.1,21.8,42.5,48.91,0.7,9.3,29.7,20.9,77,105,0.733,42,110,0.382,34,109,0.312,0.9,2,47.9,Sr,6-2,1,0.660568,94.1657,4.3,2014,10458,all,,1.84128153,21,57,21,53,0.3684,0.3962,0,0,,,113.536,116.109,1.38335,127.238,-4.76413,-1.27173,-3.4924,-4.96843,29.6207,-2.76856,-2.19987,0.1724,2.2069,2.3793,4.0000,0.9655,0.2414,9.0690,"Pure PG",7.9085
