"DeAndrae Ross",Troy,SB,7,11.5,67.1,16.9,34.5,36.11,3.1,6.8,13.8,32.8,3,6,0.5,4,11,0.364,4,18,0.222,0,0.4,20.7,Jr,6-2,13,-1.232,65.7628,4.2,2011,2,all,,0.76926388,1,2,3,9,0.5000,0.3333,0,0,,,113.707,111.956,0.962461,17.4434,-10.394,-6.78875,-3.60522,-11.2065,18.8571,-7.31982,-3.88667,0.5714,1.1429,1.7143,1.4286,0.1429,0.0000,3.2857,"Wing G",7.67089
"Pooh Williams","Utah St.",WAC,33,64.5,105.6,18.7,48.1,52.4,0.8,6.4,16.2,16.7,53,65,0.815,43,109,0.394,49,133,0.368,0.4,0.5,26.9,Sr,6-4,5,1.69879,103.899,2.9,2011,3,all,,1.60468149,30,56,13,53,0.5357,0.2453,6,7,0.8571,,97.301,96.2795,2.74423,118.019,1.12516,1.1092,0.0159625,1.54672,26.0000,0.860731,0.685989,0.1515,1.4848,1.6364,2.0909,0.2121,0.0909,8.6667,"Combo G",9.66297
"Grant Leiendecker",Butler,Horz,14,1.9,115.3,25.4,75,82.95,0,16.9,0,33.5,6,6,1,0,0,0,4,8,0.5,4.1,4.3,75,Sr,6-5,22,0.292012,126.278,9.7,2011,41,all,,0.00000000,0,0,0,0,,,0,0,,,89.8161,87.922,0.275444,6.97573,3.35127,1.61921,1.73206,8.421,2.0714,3.4673,4.9537,0.0000,0.2857,0.2857,0.0000,0.1429,0.0714,1.2857,"Wing G",17.3359
"Jabari Deshields","Alabama A&M",SWAC,25,28,62.6,16.2,31.7,37.34,3.3,8.1,23.1,43.1,11,18,0.611,10,32,0.313,2,9,0.222,0.4,3.6,43.9,Sr,5-10,12,-1.09102,56.8142,5.1,2011,55,all,,0.94285720,5,11,5,20,0.4545,0.2500,0,0,,,93.6256,103.176,0.929208,53.8561,-8.37454,-7.64018,-0.734357,-8.45,11.2400,-8.37836,-0.0716318,0.3600,0.8400,1.2000,1.3200,0.7200,0.0400,1.4800,"Scoring PG",1.86001
"Charles Jenkins",Hofstra,CAA,32,92.4,123.2,28.7,57.7,62.93,1.6,8.6,31.3,12.8,179,217,0.825,176,317,0.555,63,152,0.414,1.8,2.7,46.3,Sr,6-3,22,6.65016,136.761,2.1,2011,57,all,,2.11262838,93,139,83,178,0.6691,0.4663,0,0,,44,107.807,106.346,2.6405,192.184,7.09443,8.32456,-1.23013,9.82813,37.4062,8.91582,0.912311,0.5000,2.7188,3.2188,4.6875,1.6562,0.6250,22.5000,"Scoring PG",7.86487
"Greg Washington",Hofstra,CAA,32,71.8,106.6,15,46.9,49.83,7.8,13.5,5.7,10.7,35,48,0.729,100,212,0.472,0,1,0,7.5,2.3,22.5,Sr,6-10,32,1.35784,98.5492,4.8,2011,61,all,,1.08333333,40,63,60,149,0.6349,0.4027,10,11,0.9091,,103.539,102.135,2.47125,178.479,3.24673,-0.215478,3.4622,-0.0811398,29.0625,-1.20908,1.12794,1.8750,3.3125,5.1875,0.8125,1.0625,2.0625,7.3438,C,0.066588
"Moussa Camara",Binghamton,AE,31,74.4,102.1,20.6,48.2,51.58,1.5,8.4,7.5,12.8,53,66,0.803,38,117,0.325,73,189,0.386,0.5,0.8,21.6,Sr,6-6,1,1.66378,101.038,2,2011,79,all,,0.73682488,15,44,23,73,0.3409,0.3151,2,3,0.6667,,115.015,118.526,0.867547,113.291,-4.44092,0.142405,-4.58332,-2.56533,30.0000,0.887718,-3.45305,0.3871,2.0645,2.4516,0.9032,0.3871,0.1290,11.2258,"Wing G",13.1761
"Vernon Macklin",Florida,SEC,37,59.7,107.5,24.3,59.3,57.77,10.9,15,7.7,17.7,46,102,0.451,191,322,0.593,0,0,0,3.1,0.9,31.7,Sr,6-10,32,2.82126,118.954,4,2011,91,all,95.0,0.47618489,128,168,63,154,0.7619,0.4091,32,35,0.9143,52,97.7281,93.3167,2.78675,155.033,3.88301,2.42605,1.45697,3.6651,24.4595,2.7662,0.898895,2.2162,3.1622,5.3784,0.8108,0.3514,0.7027,11.5676,C,0
"Levi Knutson",Colorado,B12,37,66.6,130.4,16.3,63.1,65.35,2.8,9.6,7,11.1,45,50,0.9,76,139,0.547,78,167,0.467,0.2,1.3,16.3,Sr,6-4,24,3.89882,127.132,2.7,2011,92,all,36.4,1.19360225,38,60,38,79,0.6333,0.4810,0,0,,,109.11,105.378,1.99069,148.232,3.97497,5.6289,-1.65393,5.26792,26.8919,5.85899,-0.59107,0.6216,2.2703,2.8919,1.0000,0.5946,0.0541,11.6486,"Wing G",9.73064
"Frank Hassell","Old Dominion",CAA,34,73.3,117.5,26.1,56,59.98,15,22.9,9.7,17.6,123,167,0.737,196,350,0.56,0,0,0,5.3,1.9,47.7,Sr,6-9,21,4.32955,127.477,2.4,2011,100,all,,0.54284048,146,211,50,138,0.6919,0.3623,8,8,1.0000,,91.4288,89.3447,3.8241,204.723,6.68275,3.65701,3.02574,8.43429,29.3235,6.90864,1.52565,3.7353,5.7059,9.4412,1.1176,0.8529,1.2647,15.1471,C,0
"Kevin White","Maryland Eastern Shore",MEAC,29,74.7,84,23.3,37.1,42.65,1.9,6,35.7,27,65,89,0.73,93,236,0.394,2,23,0.087,0.2,2.1,34.4,Sr,6-0,3,-0.0402023,84.5395,3.2,2011,104,all,,1.54640038,55,116,38,119,0.4741,0.3193,0,0,,,111.813,117.525,0.975397,135.116,-7.67608,-4.25333,-3.42275,-7.08257,30.4138,-3.67665,-3.40592,0.5517,1.5172,2.0690,5.1724,1.1034,0.0690,8.8621,"Pure PG",1.48827
"Sean Carter",Massachusetts,A10,29,53.6,105,13.6,57.1,54.12,13.4,18.1,4.6,18.5,28,66,0.424,56,98,0.571,0,0,0,6.9,1.3,67.3,Jr,6-9,23,0.836795,96.1647,4.3,2011,113,all,25.0,0.51858218,56,91,0,7,0.6154,0.0000,22,24,0.9167,,96.675,95.0832,2.37121,131.471,3.78249,-0.648355,4.43085,1.64335,21.5517,-0.0954641,1.73882,2.7241,3.5862,6.3103,0.4828,0.4828,1.2759,4.8276,C,0
"Carlton Fay","Southern Illinois",MVC,32,71.6,100.6,24.3,46,52.59,4.3,13,5.8,15.6,104,122,0.852,102,216,0.472,33,113,0.292,1.1,1,37.1,Sr,6-8,30,2.16488,106.726,3.5,2011,114,all,37.4,0.37497142,25,32,77,184,0.7813,0.4185,0,0,,,103.66,101.568,2.51847,139.596,-1.15055,-0.049944,-1.1006,-0.0211054,28.8438,0.697693,-0.718798,1.0000,3.0000,4.0000,0.6562,0.4375,0.2812,12.7188,"Wing F",7.63309
"Kareem Nitoto","UC Riverside",BW,28,73.5,98.8,20.2,46.9,53,1.2,11.7,24.3,24.3,75,98,0.765,48,114,0.421,34,97,0.351,1,1.4,46.4,Jr,6-1,5,1.38535,98.0386,2.7,2011,122,all,26.8,1.44284000,33,56,15,58,0.5893,0.2586,3,3,1.0000,,109.347,109.15,1.87836,135.414,-2.14649,-0.184928,-1.96156,-2.1534,30.8571,-0.58217,-1.57123,0.3214,2.9643,3.2857,3.6071,0.7143,0.2500,9.7500,"Combo G",6.798
"Zach Hahn",Butler,Horz,36,40.2,98.1,17.9,45,48.27,2,6.3,12.9,18.9,24,28,0.857,10,34,0.294,44,135,0.326,0,1.4,16.6,Sr,6-1,3,0.753298,98.0676,2.5,2011,123,all,28.4,1.18173883,6,15,4,19,0.4000,0.2105,0,0,,,103.244,99.6341,1.5646,84.9299,0.623498,0.95445,-0.330952,0.692377,16.7500,0.594002,0.0983752,0.2778,0.8611,1.1389,1.0833,0.3889,0.0000,4.8889,"Combo G",13.8267
"Matt Howard",Butler,Horz,36,75,120.7,26.2,53.5,59.92,10.1,19.8,10.6,12.8,179,226,0.792,132,262,0.504,53,133,0.398,2.4,2.3,57.2,Sr,6-8,54,5.29923,134.475,3.8,2011,124,all,75.8,0.83610720,89,139,43,123,0.6403,0.3496,7,8,0.8750,,94.8427,91.4399,3.79542,228.624,9.23535,6.26618,2.96917,9.97024,31.2500,7.60471,2.36552,2.6667,5.0556,7.7222,1.4167,1.1389,0.6389,16.7222,"Stretch 4",7.3013
"Shawn Vanzant",Butler,Horz,37,70.9,109.7,15.2,50.6,53.93,1.9,12.4,12,14.9,53,72,0.736,72,156,0.462,34,87,0.391,0.2,1.7,29.6,Sr,6-0,2,2.00433,105.285,2.7,2011,125,all,,1.61531160,32,50,40,106,0.6400,0.3774,0,0,,,100.208,96.6545,2.98049,173.84,3.87309,1.70268,2.17041,2.81939,28.7568,0.689268,2.13012,0.4595,2.9189,3.3784,1.7027,0.7838,0.0541,8.0811,"Wing G",5.05223
"James Hett",Monmouth,NEC,30,85.5,98.3,12,47.5,48.68,1.9,7.8,24.6,24.3,25,47,0.532,33,64,0.516,23,78,0.295,0,2.3,33.1,Sr,5-10,15,0.0670995,85.4925,2,2011,146,all,,2.42864153,23,42,9,21,0.5476,0.4286,0,0,,,104.239,106.673,2.40335,161.898,-1.39489,-0.781079,-0.613808,-2.33658,34.7667,-2.45921,0.122639,0.5667,2.3333,2.9000,3.9667,1.2667,0.0000,5.3333,"Scoring PG",4.64973
