"Chris Crawford","Oral Roberts",Sum,6,3.4,114.5,10.1,75,73.73,3,8.6,8.7,28.2,2,3,0.667,3,3,1,0,1,0,0,4.3,75,Fr,6-1,11,0.260771,98.4649,1,2016,16925,all,78.4,1.00000000,2,2,1,1,1.0000,1.0000,0,0,,,107.481,106.72,0.503936,7.81254,2.35616,0.999973,1.35619,2.72671,6.6667,-0.0239235,2.75063,0.1667,0.5000,0.6667,0.3333,0.5000,0.0000,1.3333,"Combo G",1.43876
"Jay Copeland","North Carolina Central",MEAC,10,17.3,85.8,16.5,51.6,56.13,11.6,11.9,1,35.5,14,21,0.667,16,31,0.516,0,0,0,1.7,3,67.7,Sr,6-7,1,-0.531109,79.3804,6.3,2016,18583,all,,0.05000000,16,27,0,4,0.5926,0.0000,0,0,,,101.676,104.419,1.71998,39.9505,-5.06592,-4.71324,-0.352674,-6.39706,20.2000,-5.50364,-0.893416,2.1000,2.1000,4.2000,0.1000,1.0000,0.3000,4.6000,PF/C,0
"Justin Edwards","Kansas St.",B12,33,77.5,107.8,22.1,50,53.62,8.8,13.4,19.2,18.3,90,130,0.692,107,211,0.507,38,117,0.325,1.8,3.3,39.6,Sr,6-4,14,3.14668,116.22,2.8,2016,19470,all,,1.27779820,89,148,18,62,0.6014,0.2903,12,15,0.8000,,97.4179,91.3521,4.04376,205.208,8.75233,4.48581,4.26652,8.31415,31.5758,4.96248,3.35166,2.4545,3.4848,5.9394,2.7879,1.7576,0.4848,12.6667,"Wing G",6.58853
"Adrian Rodgers",Southern,SWAC,32,81.7,103,25.9,47.8,51.55,3.4,15,8.5,11.9,92,118,0.78,115,261,0.441,70,199,0.352,0.4,1.9,25.7,Sr,6-4,2,2.2563,106.85,2.2,2016,19481,all,,0.71428571,49,74,66,187,0.6622,0.3529,9,9,1.0000,,100.356,106.516,2.53963,185.443,-1.69919,0.433306,-2.13249,1.00684,32.6875,2.55528,-1.54844,1.0000,4.5000,5.5000,1.2500,1.0938,0.1250,16.6250,"Wing G",10.8866
"Obi Emegano","Oral Roberts",Sum,27,84.4,113.5,29.7,48.2,56.26,3.2,12.7,10.8,10,195,228,0.855,151,335,0.451,46,121,0.38,0.8,1.8,50,Jr,6-3,15,5.15696,127.967,2.7,2016,19615,all,,0.94118266,37,69,114,266,0.5362,0.4286,7,9,0.7778,,110.79,109.074,2.50033,165.944,1.35836,3.71899,-2.36063,4.55455,36.4074,5.5052,-0.950645,1.0000,4.0370,5.0370,1.7778,1.1481,0.2963,23.5185,"Wing G",7.01309
"Anthony Gill",Virginia,ACC,37,69.8,122.6,24,58.3,62.35,10.6,18.2,5.8,10.9,129,173,0.746,187,324,0.577,2,2,1,2.6,1.5,53.1,Sr,6-8,13,4.76563,136.125,3.3,2016,19683,all,81.4,0.66672539,139,184,48,140,0.7554,0.3429,51,51,1.0000,,96.8155,90.017,3.77436,182.753,7.20222,4.66264,2.53958,7.33073,28.0270,5.38646,1.94427,2.1622,3.9730,6.1351,0.7568,0.6486,0.5676,13.7568,PF/C,0.125257
"Xavier Pollard","Kent St.",MAC,21,41.2,106.2,25.6,51.6,54.13,3.8,11.2,23.6,17.7,51,81,0.63,66,137,0.482,20,49,0.408,0.2,2.3,43.5,Sr,6-4,1,2.08648,111.622,4.3,2016,19691,all,,1.42497891,32,51,34,85,0.6275,0.4000,0,1,0.0000,,106.993,107.56,1.81014,88.4592,0.887123,2.13224,-1.24512,1.58963,24.5238,1.93036,-0.340731,0.8571,2.3333,3.1905,2.7143,0.9524,0.0476,11.5714,"Scoring PG",5.53613
"Percy Gibson",Oakland,Horz,35,56.1,111.5,22.6,53.7,57.03,9.8,18.8,5.7,14.2,78,108,0.722,157,292,0.538,1,3,0.333,4.1,1.4,36.6,Sr,6-9,24,2.2114,115.365,5.2,2016,19719,all,38.6,0.48931417,133,214,24,78,0.6215,0.3077,0,0,,,101.913,102.887,2.02947,172.833,0.132653,-0.0832147,0.215867,0.390106,22.5143,0.675396,-0.28529,2.0000,4.1714,6.1714,0.6571,0.5714,0.9714,11.2857,PF/C,0.203862
"Toddrick Gotcher","Texas Tech",B12,32,71.5,124.1,17.6,54.2,58.65,4.2,10.1,15.7,9.6,67,79,0.848,48,102,0.471,62,158,0.392,1.4,2.1,30.4,Sr,6-4,20,3.9659,126.916,3,2016,19738,all,11.2,2.73083085,27,45,21,57,0.6000,0.3684,0,0,,,104.941,98.708,3.00226,155.051,7.50022,6.51494,0.985283,7.31014,28.9375,5.38908,1.92106,0.9688,2.5312,3.5000,2.2188,1.0312,0.3438,10.9062,"Combo G",10.2008
"Jerome Seagears",UNLV,MWC,29,68.2,106.8,18.5,50,54.5,1.9,8.1,26.1,19.3,60,75,0.8,53,111,0.477,43,124,0.347,0.3,2.3,31.9,Sr,6-1,2,1.93406,106.105,3.4,2016,19792,all,81.0,2.08771317,46,76,7,35,0.6053,0.2000,0,0,,,102.024,99.4119,2.98438,149.725,1.50643,1.61177,-0.105337,2.02703,29.8621,0.858103,1.16893,0.5172,2.2759,2.7931,4.1034,1.2759,0.1034,10.1724,"Scoring PG",7.73705
